chain_key,chain_name,chain_id,is_testnet,timestamp_utc,block_number,wallet,wallet_is_contract,tx_hash,tx_to,tx_input_selector,direct_to_comet,decoded_comet_function,decoded_comet_asset_symbol,decoded_comet_asset_address,decoded_comet_amount_raw,decoded_comet_amount_formatted,market_keys,market_names,comet_addresses,event_count,event_summaries,explorer_url
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:05:35.000Z,24605162,0xf03852f5123e6c10f53c6ec976ac79a66982d020,true,0x54b6119f6ad1ea0369ed9ef7c0df3e06f890a52ca9ba73af0db52698bbbc754e,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,5000000,0.05,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,SupplyCollateral:WBTC:0.05,https://etherscan.io/tx/0x54b6119f6ad1ea0369ed9ef7c0df3e06f890a52ca9ba73af0db52698bbbc754e
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:09:23.000Z,24605181,0x47f3b28bcd2897a7daf275b0c233ae757d5ae359,true,0x0c48e0be933ae9628c57ce33f63e0dfa3882e2a57d06c88d771b141cebc32c0d,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf3fef3a3,true,withdraw,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,48567000000000,0.000048567,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,WithdrawCollateral:WETH:0.000048567,https://etherscan.io/tx/0x0c48e0be933ae9628c57ce33f63e0dfa3882e2a57d06c88d771b141cebc32c0d
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:09:35.000Z,24605182,0x39e517118bf841d8e42c8fec21771c23a3a8924f,true,0xa9ee8f8764a1da85e9ac82638bced2beccf2512a6647fbbbf61e844f5cfa74ae,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,69981548348,69981.548348,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,Supply:USDT:69981.548348,https://etherscan.io/tx/0xa9ee8f8764a1da85e9ac82638bced2beccf2512a6647fbbbf61e844f5cfa74ae
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:12:11.000Z,24605195,0x39e517118bf841d8e42c8fec21771c23a3a8924f,true,0x0f67e6450afbafc90a4f866ffd556db3c62c030e9de4470ddd564680949797f3,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,52716499561,52716.499561,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:52716.499561,https://etherscan.io/tx/0x0f67e6450afbafc90a4f866ffd556db3c62c030e9de4470ddd564680949797f3
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:18:23.000Z,24605226,0xb32d274e3cd9d83af150f3b361786abc02f0dd52,true,0x02e3a993c43b9dfc1c71d06398897280f49c1430f49170efae66d7018efdbcbb,0xa397a8c2086c554b531c02e29f3291c9704b00c7,0x555029a6,false,,,,,,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,2,SupplyCollateral:UNKNOWN:2400|Withdraw:USDC:2500000,https://etherscan.io/tx/0x02e3a993c43b9dfc1c71d06398897280f49c1430f49170efae66d7018efdbcbb
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:28:35.000Z,24605277,0xc904b97de2a3ef2a5eb83e73f29fc1c103c8f478,true,0x46ed41df442967c79c3f7b20d7eb864149b86fa59a42dc28de5ea7d5ec51e145,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5000000000,5000,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:5000,https://etherscan.io/tx/0x46ed41df442967c79c3f7b20d7eb864149b86fa59a42dc28de5ea7d5ec51e145
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:30:35.000Z,24605287,0xc904b97de2a3ef2a5eb83e73f29fc1c103c8f478,true,0xbd4f2f0ae5761f34c434712eb3b3f1a2bbb04553b1a641d593b9c63e433519cd,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,4037404595,4037.404595,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,Supply:USDT:4037.404595,https://etherscan.io/tx/0xbd4f2f0ae5761f34c434712eb3b3f1a2bbb04553b1a641d593b9c63e433519cd
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:43:35.000Z,24605352,0xc37a4764035822f0adba771e3076023a5dfc88d3,true,0xc03c4843efdd8a03e0ee929720be69e7a36edbaac6dc98ef7c830bcf19d50ce9,0xa17581a9e3356d9a858b789d68b4d866e593ae94,0xf2b9fdb8,true,supply,UNKNOWN,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,1936378,0.000000000001936378,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,1,SupplyCollateral:UNKNOWN:0.000000000001936378,https://etherscan.io/tx/0xc03c4843efdd8a03e0ee929720be69e7a36edbaac6dc98ef7c830bcf19d50ce9
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:46:11.000Z,24605365,0xc37a4764035822f0adba771e3076023a5dfc88d3,true,0xc08fb75609a4aae3d613f27c4878128ae54563fef4ed024f309d292a5a62270c,0xa17581a9e3356d9a858b789d68b4d866e593ae94,0xf2b9fdb8,true,supply,UNKNOWN,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,2734450,0.00000000000273445,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,1,SupplyCollateral:UNKNOWN:0.00000000000273445,https://etherscan.io/tx/0xc08fb75609a4aae3d613f27c4878128ae54563fef4ed024f309d292a5a62270c
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:48:23.000Z,24605376,0x8267f70f16d78d58e90dd83b6eb7164e3e9f5fed,true,0xd25524b08a0d28791b13ada2e3d4d6bd112138c93bfa8e567d4973e6bcdb3524,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,14835508,0.14835508,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,SupplyCollateral:WBTC:0.14835508,https://etherscan.io/tx/0xd25524b08a0d28791b13ada2e3d4d6bd112138c93bfa8e567d4973e6bcdb3524
mainnet,Ethereum Mainnet,1,false,2026-03-07T11:48:47.000Z,24605378,0xc37a4764035822f0adba771e3076023a5dfc88d3,true,0x1f42c96ff17e19ed8866b15d8bae0d56d8e39f56ba16cfab40bbacd199d7e8ea,0xa397a8c2086c554b531c02e29f3291c9704b00c7,0x555029a6,false,,,,,,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,1,Withdraw:WETH:0.8,https://etherscan.io/tx/0x1f42c96ff17e19ed8866b15d8bae0d56d8e39f56ba16cfab40bbacd199d7e8ea
mainnet,Ethereum Mainnet,1,false,2026-03-07T12:12:35.000Z,24605496,0xb32d274e3cd9d83af150f3b361786abc02f0dd52,true,0x39f4ff1b89b1441b800eecd1a01b306a434149b03f9d54516d6e70204d6596a4,0xa397a8c2086c554b531c02e29f3291c9704b00c7,0x555029a6,false,,,,,,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,2,SupplyCollateral:UNKNOWN:2400|Withdraw:USDC:2500000,https://etherscan.io/tx/0x39f4ff1b89b1441b800eecd1a01b306a434149b03f9d54516d6e70204d6596a4
mainnet,Ethereum Mainnet,1,false,2026-03-07T12:17:59.000Z,24605522,0x3c9ea5c4fec2a77e23dd82539f4414266fe8f757,true,0x935578f1212a2159e28b8e806a80ed6968f416f652fad50f4d8b2b4226c14a71,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,458521310450,458521.31045,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,Supply:USDT:458521.31045,https://etherscan.io/tx/0x935578f1212a2159e28b8e806a80ed6968f416f652fad50f4d8b2b4226c14a71
mainnet,Ethereum Mainnet,1,false,2026-03-07T12:44:59.000Z,24605657,0x79b03eeaff5bab44eeeb51f18e531c319101958a,true,0xed9e9826fbf0328f8410714eb7b2da7740d754864c3d57dc4c13f40ad7082566,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,40000000000,40000,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:40000,https://etherscan.io/tx/0xed9e9826fbf0328f8410714eb7b2da7740d754864c3d57dc4c13f40ad7082566
mainnet,Ethereum Mainnet,1,false,2026-03-07T12:53:35.000Z,24605700,0xdf5706a98e947f85e7c61fbeb741bb5c72bec15c,true,0xaf9b84b77be82597bfc2ab37953eecdc5573b29950d22d7342733bffca59e5fe,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf3fef3a3,true,withdraw,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10000000000,10000,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Withdraw:USDC:10000,https://etherscan.io/tx/0xaf9b84b77be82597bfc2ab37953eecdc5573b29950d22d7342733bffca59e5fe
mainnet,Ethereum Mainnet,1,false,2026-03-07T12:54:23.000Z,24605704,0x28b88440619f2491f7624f2089aa76d9b3363818,true,0x18dd0fd7f1a9a6df4dbb3c90091207379b086c00c02f85acb18ab823c47e186f,0xd1a85beaed6b5d2e61d3c50c4bd56e4e46133686,0x3b12964a,false,,,,,,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,2,Withdraw:WETH:0.121875639350308495|SupplyCollateral:UNKNOWN:0.11353277806452634,https://etherscan.io/tx/0x18dd0fd7f1a9a6df4dbb3c90091207379b086c00c02f85acb18ab823c47e186f
mainnet,Ethereum Mainnet,1,false,2026-03-07T12:57:59.000Z,24605721,0x77b537363aab683cfda7f8933b1e6af8aa436614,true,0x35f17acc62599d835998764fc22f6edafcab05e8b78686c1cf23cadec4c10431,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,911057500000,911057.5,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:911057.5,https://etherscan.io/tx/0x35f17acc62599d835998764fc22f6edafcab05e8b78686c1cf23cadec4c10431
mainnet,Ethereum Mainnet,1,false,2026-03-07T12:59:59.000Z,24605731,0xd929542a295bb2a6510c965865fe59d0715e6bb1,true,0xe05049abe78af2fe3b8a5cad0294aabf54c06d9510cd4d5e9761e5dd8e038a37,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,799500505,799.500505,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,Supply:USDT:799.500505,https://etherscan.io/tx/0xe05049abe78af2fe3b8a5cad0294aabf54c06d9510cd4d5e9761e5dd8e038a37
mainnet,Ethereum Mainnet,1,false,2026-03-07T14:09:11.000Z,24606074,0x05cc901ee297ee65ca1569e7e496ca639ec03cfe,true,0xea4b8569a269e0198b3b4c42c04a2a02995f0214c2ea3b8640e33acbd324b60d,0xa397a8c2086c554b531c02e29f3291c9704b00c7,0x555029a6,false,,,,,,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,1,Supply:WETH:2.85,https://etherscan.io/tx/0xea4b8569a269e0198b3b4c42c04a2a02995f0214c2ea3b8640e33acbd324b60d
mainnet,Ethereum Mainnet,1,false,2026-03-07T14:46:35.000Z,24606259,0xd368cfd095fdc0452dd7c4fde1770c0b55b9bb1a,true,0x5316889768f046fc01f936919826b3b992493579c939366c736a382c17a20b22,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf3fef3a3,true,withdraw,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,46770000000000,0.00004677,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,WithdrawCollateral:WETH:0.00004677,https://etherscan.io/tx/0x5316889768f046fc01f936919826b3b992493579c939366c736a382c17a20b22
mainnet,Ethereum Mainnet,1,false,2026-03-07T14:54:59.000Z,24606301,0xde9a51a46932fb8ee0bce4417a329d29b26f5a57,true,0x6df5e14c32b410fa28bbcf9f3db7fdc67ece4809bd64a258bec22b2f9a2c518b,0xb9e62cb9b4ce8ec13c886fae67369da417ee2714,0x6e553f65,false,,,,,,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:35,https://etherscan.io/tx/0x6df5e14c32b410fa28bbcf9f3db7fdc67ece4809bd64a258bec22b2f9a2c518b
mainnet,Ethereum Mainnet,1,false,2026-03-07T14:56:59.000Z,24606311,0xe0858469d67103bfacb821075993c9983fead324,true,0x0b2aab6663ad35f0288de69826f78f8bf8a5ff049e4176ec34b33b7067873c2c,0xfae9108008e7dd19a587340482e27d9acf6f8542,0x6a761202,false,,,,,,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,1,Supply:WETH:69.108338778797119733,https://etherscan.io/tx/0x0b2aab6663ad35f0288de69826f78f8bf8a5ff049e4176ec34b33b7067873c2c
mainnet,Ethereum Mainnet,1,false,2026-03-07T14:57:59.000Z,24606316,0xdeb9b79174374d367d966fccbe067c9dbc64006a,true,0x3229362936122771d32c452fecec46e60736b02db0ba79cac23d3e585ae21f98,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf3fef3a3,true,withdraw,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,3000000000,3000,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,Withdraw:USDT:3000,https://etherscan.io/tx/0x3229362936122771d32c452fecec46e60736b02db0ba79cac23d3e585ae21f98
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:05:23.000Z,24606353,0xe0858469d67103bfacb821075993c9983fead324,true,0xbdcc6f1f9692479e594ebe0e26c82d313b6cb29f694dbd866c15ea4cdb3b3417,0xfae9108008e7dd19a587340482e27d9acf6f8542,0x6a761202,false,,,,,,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,1,SupplyCollateral:UNKNOWN:0.000000000201445539,https://etherscan.io/tx/0xbdcc6f1f9692479e594ebe0e26c82d313b6cb29f694dbd866c15ea4cdb3b3417
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:08:35.000Z,24606369,0xb20dd215f57fb8ed662f0f8a4ed2a3ed4d0a7173,true,0x6c7969f4e1a565c5ec12a631b291cea729ea5e2046686bbb78c7b1ced58c6d97,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1000000000,1000,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:1000,https://etherscan.io/tx/0x6c7969f4e1a565c5ec12a631b291cea729ea5e2046686bbb78c7b1ced58c6d97
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:30:11.000Z,24606477,0x1dfc66f1b1b85db71c162803f0e0e1bdf3eb6c0b,true,0x25c18982cd14ae139094af80d6181b7075cddd93cda9c2fc53b7e95d530e79e9,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf3fef3a3,true,withdraw,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,903478,0.903478,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Withdraw:USDC:0.903478,https://etherscan.io/tx/0x25c18982cd14ae139094af80d6181b7075cddd93cda9c2fc53b7e95d530e79e9
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:33:35.000Z,24606494,0x712b12cdbd526b9ac9dd6fb9eff5e6c01b241046,true,0x9ec6ec57cd8fc99f5ae0cfa1465b937cdc54f180c9c015b86c4b246143883531,0x7251febeabb01ec9de53ece7a96f1c951f886dd2,0xec5b999d,false,,,,,,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:2558.992549,https://etherscan.io/tx/0x9ec6ec57cd8fc99f5ae0cfa1465b937cdc54f180c9c015b86c4b246143883531
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:41:47.000Z,24606534,0xfdf4038a50c7e6f6491142f73007a1b27d7f9204,true,0xc58596289ebaa4dad6f261f0f174d476812e4047ff0aea099c54fd3e24ddebd9,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf3fef3a3,true,withdraw,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1000000000,1000,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Withdraw:USDC:1000,https://etherscan.io/tx/0xc58596289ebaa4dad6f261f0f174d476812e4047ff0aea099c54fd3e24ddebd9
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:42:59.000Z,24606540,0x5d2d9573c042d431e4551d244bd73a55aa33cb24,true,0x8daa2e980bc2e08806db845b0f73c29e8d364d89ad0fe2654d2d3c2449b4d663,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf3fef3a3,true,withdraw,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,5200000000000000000,5.2,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,WithdrawCollateral:wstETH:5.2,https://etherscan.io/tx/0x8daa2e980bc2e08806db845b0f73c29e8d364d89ad0fe2654d2d3c2449b4d663
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:45:47.000Z,24606554,0x3492765d83764138f43ae6f542c05e1eeaf87afd,true,0x744495b1775b18af47e345d31051194ec6b26f332a0a4962d5517c3538314ded,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf3fef3a3,true,withdraw,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,17000000000,17000,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Withdraw:USDC:17000,https://etherscan.io/tx/0x744495b1775b18af47e345d31051194ec6b26f332a0a4962d5517c3538314ded
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:47:11.000Z,24606561,0x5d2d9573c042d431e4551d244bd73a55aa33cb24,true,0xbaaebf2dbd4876e283909ade85b24526d6fef8fd39699b74fe85e4a695e7d3b0,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,6595000000,6595,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,Supply:USDT:6595,https://etherscan.io/tx/0xbaaebf2dbd4876e283909ade85b24526d6fef8fd39699b74fe85e4a695e7d3b0
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:48:47.000Z,24606569,0x5d2d9573c042d431e4551d244bd73a55aa33cb24,true,0x54ac34e639f34e6dc9dd10c88bc6486fa6b2a72cc5e9b6f1f8b7c5c7ae78bc46,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,6000797249,6000.797249,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,Supply:USDT:6000.797249,https://etherscan.io/tx/0x54ac34e639f34e6dc9dd10c88bc6486fa6b2a72cc5e9b6f1f8b7c5c7ae78bc46
mainnet,Ethereum Mainnet,1,false,2026-03-07T15:56:59.000Z,24606610,0x9a24d8667ec31c8706e72cb012579d4da1ed6100,true,0x181ab8fd241afcac449146f55dec3a45e6f4d612a0c12c12508eb77ead5f1c2c,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf3fef3a3,true,withdraw,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,4000000000000000000,4,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,WithdrawCollateral:wstETH:4,https://etherscan.io/tx/0x181ab8fd241afcac449146f55dec3a45e6f4d612a0c12c12508eb77ead5f1c2c
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:00:35.000Z,24606628,0x9a24d8667ec31c8706e72cb012579d4da1ed6100,true,0xf22817c1a702d5e428f917c6fab964ea5b27a696275d1215dfe252ca9b0ec26d,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,9705788666,9705.788666,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,Supply:USDT:9705.788666,https://etherscan.io/tx/0xf22817c1a702d5e428f917c6fab964ea5b27a696275d1215dfe252ca9b0ec26d
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:03:59.000Z,24606645,0xe0858469d67103bfacb821075993c9983fead324,true,0x2de48266c5abb998f90987e66f7c9b0bda09650fc8b307b0da372902dcbc9189,0xfae9108008e7dd19a587340482e27d9acf6f8542,0x6a761202,false,,,,,,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,1,Supply:WETH:0.24,https://etherscan.io/tx/0x2de48266c5abb998f90987e66f7c9b0bda09650fc8b307b0da372902dcbc9189
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:05:23.000Z,24606652,0x284720ca96b66b53c4a9cf52d0de2757e214c5f6,true,0xfa159a58298ce36e5a4e4d28a8a6abde3d7817e03494edab06d3b853545be898,0xb9e62cb9b4ce8ec13c886fae67369da417ee2714,0xba087652,false,,,,,,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Withdraw:USDC:53370.431149,https://etherscan.io/tx/0xfa159a58298ce36e5a4e4d28a8a6abde3d7817e03494edab06d3b853545be898
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:06:47.000Z,24606659,0xe0858469d67103bfacb821075993c9983fead324,true,0x46a408aafaf1a42582c0d6570cd89dc357729d5513dd1a2dcf0a801b4881f24c,0xfae9108008e7dd19a587340482e27d9acf6f8542,0x6a761202,false,,,,,,weth,Compound WETH,0xA17581A9E3356d9A858b789D68B4d866e593aE94,2,WithdrawCollateral:UNKNOWN:0.000000000000448467|Supply:WETH:0.152832585084006025,https://etherscan.io/tx/0x46a408aafaf1a42582c0d6570cd89dc357729d5513dd1a2dcf0a801b4881f24c
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:18:11.000Z,24606715,0x5d2d9573c042d431e4551d244bd73a55aa33cb24,true,0xc9d84cf81a6c22567644daf05d58c31177ea849d177295209f3cdbd39e33c371,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf3fef3a3,true,withdraw,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,1500000000000000000,1.5,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,WithdrawCollateral:wstETH:1.5,https://etherscan.io/tx/0xc9d84cf81a6c22567644daf05d58c31177ea849d177295209f3cdbd39e33c371
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:20:23.000Z,24606726,0x9a24d8667ec31c8706e72cb012579d4da1ed6100,true,0x872495109c0638ca38511eb4a4bc484d7da7e1874d1c2468768525fa1190b77d,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf3fef3a3,true,withdraw,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,1000000000000000000,1,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,WithdrawCollateral:wstETH:1,https://etherscan.io/tx/0x872495109c0638ca38511eb4a4bc484d7da7e1874d1c2468768525fa1190b77d
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:23:59.000Z,24606744,0x2a6c098b1865df1c248e54be2d8365394cda5097,true,0xd0dbf7b69200294d9f12c9c55071e569dca628ce805fe8f85036ca3544d37453,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,0xf2b9fdb8,true,supply,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,2500000000000000000,2.5,usdt,Compound USDT,0x3Afdc9BCA9213A35503b077a6072F3D0d5AB0840,1,SupplyCollateral:wstETH:2.5,https://etherscan.io/tx/0xd0dbf7b69200294d9f12c9c55071e569dca628ce805fe8f85036ca3544d37453
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:24:47.000Z,24606748,0x262962d75e84399a6fa507de93b33d5868686868,true,0x5d3d485195fa99b9d135618f89198387a5ed742cdd3fd5fab0f31fe916617836,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,516127003000,516127.003,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:516127.003,https://etherscan.io/tx/0x5d3d485195fa99b9d135618f89198387a5ed742cdd3fd5fab0f31fe916617836
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:37:47.000Z,24606813,0xaac736e6f0944f1e4d3ddbfa3a92b3246f5bca96,true,0x272e849a4fa67c0e5e812f8bae82c5626a9ebf786a1cfab1108ded152511e9d2,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129.639935,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:120140.193474,https://etherscan.io/tx/0x272e849a4fa67c0e5e812f8bae82c5626a9ebf786a1cfab1108ded152511e9d2
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:38:47.000Z,24606818,0xaac736e6f0944f1e4d3ddbfa3a92b3246f5bca96,true,0xc240bfc168314096622d70443d7956dd92a03d9e8c7f31eb2bf8187a8e2011f3,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf3fef3a3,true,withdraw,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,379661841,3.79661841,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,WithdrawCollateral:WBTC:3.79661841,https://etherscan.io/tx/0xc240bfc168314096622d70443d7956dd92a03d9e8c7f31eb2bf8187a8e2011f3
mainnet,Ethereum Mainnet,1,false,2026-03-07T16:59:47.000Z,24606922,0x3c9ea5c4fec2a77e23dd82539f4414266fe8f757,true,0xeb424bb2c47fd28a80e72d0464fa0237afd624d8de0795ce0d2d4ff7c427ca27,0xc3d688b66703497daa19211eedff47f25384cdc3,0xf2b9fdb8,true,supply,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,900000001900,900000.0019,usdc,Compound USDC,0xc3d688B66703497DAA19211EEdff47f25384cdc3,1,Supply:USDC:900000.0019,https://etherscan.io/tx/0xeb424bb2c47fd28a80e72d0464fa0237afd624d8de0795ce0d2d4ff7c427ca27
